"study_alias","study_desc","nct_number"
B4G-US-I003,Tourette (S7),
H3S-BX-O117,Recognition of vertebral fracture on chest radiography,
B9E-MC-S100,Gem+Carbo+Tax vs. Carbo / Ovarian,
F1K-LC-EVAM,rhAPC Bolus Infusion:  Dose-Range,
H3S-MC-GGII,"RALOXIFENE HCL VS PLACEBO EFFECTS ON BMD, BM, LIPIDS",
I3W-JE-HHAG,JP(FHD) 5HT2a antagonist P-1  ,
F1J-US-V002,Duloxetine-induced movement of Gsalpha from lipid rafts,
H6Q-MC-V071,Pre Clinical - Anti-Tumor activity of Enz in NSCLC,
H8L-MC-IQAM,Humalog KwikPen Color Knob and Coding study,
H8O-MC-GWDQ,Exenatide Study of Cardiovascular Event Lowering Trial,
I4I-MC-SNAB,Phase 1 MDSS of LY2878735 ,
I6X-MC-JBDA,FHD B-Raf Inhibitor,
"13886",Phase 2b Extension,
I5A-IE-JAEB,CP13-0706: Ph2-A12-HeadNeck-2nd Line,
B9R-JE-GDGP,Humatorope-Achondro,
I4Z-IE-JDEA,CP22-0901: Ph I/Ib - 20D7S - Malignant Melanoma - 2nd Line,
I4V-MC-JADH,Relative Bioavailability/Pilot Food Effect,
"14032",Alimta 1st line in pts unsuitable for platinum combination,
"14129",R-PhIII-Tarceva +/-A12 - NSCLC - 2nd Line,
H4S-MC-EWAU,Epilog Stent,
H6D-MC-LVII,Alpha-Blocker Switching Study,
H3M-MC-EQAK,TO COMPARE THE EFFICACY OF EFEGATRAN SULFATE TO HEPARIN,
H3R-MC-I001,LY293558: PAIN PERCEPTION IN NORMAL VOLUNTEERS-SAFETY/EFFIC,
H3S-JE-101J,PHASE 1 CLINICAL STUDY OF RALOXIFENE(SINGLE DOSE STUDY),
I4K-MC-GPEB,A Mechanistic study of effects of LY2452473 HDL-C Metabolism,
"13458",Dose Ranging Study rrMS,
B7A-MC-V006,Role of PKC-beta in the expression of ACE in vascu,
H3E-MC-V146,Phospoproteins in cytologic samples,
H8O-MC-O019,Extrapancreatic effects of exenatide: ,
B5K-US-X010,U500 Insulin Bolus Kinetics,
F1D-GH-O241,"A long term comparison study on efficacy,safety,compliance a",
"13647",JP mGlu2 Potentiator P-I,
B9E-MC-I126,GEMCITABINE/CISPLATIN IN  ESOPHAGEAL CANCER,
I5B-IE-JGDG,CP15-0806: Ph Ib/II - 3G3 - Adv Soft Tissue Sarcoma,
B9E-MC-I020,PHASE I STUDY OF GEMCITABINE AND CLADRIBINE IN HEMATOLOGIC,
F1J-MC-HMDE,G2 - EU Duloxetine vs Duloxetine Plus Non-Pharmacological,
H3S-MC-GGGN,RALOXIFENE & PLACEBO IN TREATMENT OF OSTEOPOROSIS/ASSESS BMD,
B3M-GH-V049,Ceclor for treatment of AECB,
F3Z-MC-IONM,Hyperglycemia effects post MI on CV outcomes with Type 2 D,
A6J-GH-ASCG,Vancomycin for MRSA infection,
F1K-LC-EVBH,Plasma and serum samples for LY203638-related antibodies,
B9E-FP-O226,ITT- activity of Gemcitabine-Cisplatine in stage IV NSCLC,
B1Y-MC-X215,Neuronal Dysfunct. in Premenstrual Dysphoric Disorder,
"5665",Fellowship for Dr. Kellie Ledrew (FEL-058d),
F3Z-US-IONT,Retro Obs.study with LM; physician perception & utilization,
B4Z-US-LYBG,Early Morning Study,
"5680",Raloxifene efficacy in Females,
H4S-FP-O021,Abciximab in renal stenting,
B9E-FP-O239,IIT-ass Gem/Cispl and Docetaxel (sec line) in NSCLC cancer,
B9R-SB-O014,rhGH abuse in athletes: evaluation of an assay,
H6P-MC-X003,PET scan study of pregenual cingulate matabloism of OFC,
H4Z-LC-JWXO,Arzoxifene Japan Bridge,
B3N-MC-EUAM,SYSTEMIC AND CORONARY NE KINETICS IN CHF,
B9E-SB-O251,Gemcitabine & 5-FU & Irinotecan in pancreatic cancer,
B9R-XM-O023,INTRATUTRINE GROWTH RETARDATION-1,
"5981",Random ph II  trial gem-oxali in NSCLC,
B1Y-MC-HCDJ,FLUOXETINE VS. PLACEBO IN DEPRESSED PATIENTS,
B4Z-MC-LYAF,Relapse Prevention trial - Global,
"2562",Adult Open Label,
B1Y-MC-X145,EFFECTS OF ESTROGEN ON DEPRESSIVE RELAPSE,
"2684",Elderly Discontinuation of Fluoxetine Hydrochloride,
"2707",Smoking Cessation - Study #2,
"2748",RALOX VS PLACEBO IN ELDERLY MEN,
B5K-BP-IBEE,INSULIN DELIVERY USING A NEW LILLY 3.0ML PREFILLED PEN DEVIC,
B3M-MC-S004,Cefaclor AF vs Augmentin BID Sinusitis CTNR,
H4Z-MC-JWWM,(J205) Ph 2 Surrogate Endpoint BioMarker in Newly Diag Br Ca,
"2822","Study 1Dose Equiv, PK, PD vs. NPH",
H4A-MC-XBAD,Oral vs. Fluconazole in Oral Thrush,
B1Y-MC-HCES,FLUOXETINE + CLOMIDINE TREATME.SMOKING WITHDRAW.,
"2865",VOID,
B1Y-MC-HCFC,FLUOXETINE VS PLACEBO IN DIALYSIS OUTPATIENTS WITH MDD,
"2911",Single Dose,
"2915",Exploratory - Panic Provocation,
H3E-MC-JMCK,Leuk/Lymph PK/PD Study,
"2954",Ralox- PET Scan (regional blood flow),
I4O-MC-BACT,Phase 3 Double Blind Study in MCI and Mild AD Pts,
I5L-MC-TCAJ,Ped study  (>2 yrs old to <7 yrs old),
H9H-MC-JBAK,FED_Ph II- TGFb or TGFb combo-HCC-1st/2nd Line,
I5O-FW-GTCB,MAD,
"13722",Maintenance Pem Following Induction treatment with Pem-CDDP,
I6C-FW-FRCA,SAD,
H3E-NI-I031,DRUG ONLY_R-PH II-ASA404+Alimta+Cis_non-sq NSCLC,
H8Y-MC-HBDE,Double-Blind Safety Exposure Study,
H6Q-MC-V044,"Pre Clincial Research NSCLC, SCLC and Malignant Meso",
H7L-MC-TRED,Treadmill Pain Model Method Study,
H6Q-MC-V046,Enz affects EGFR signaling in lung cancer cell lines,
I5X-MC-PFAA,"Single Ascending Dose Safety, Tolerability, and PK Study of ",
H7T-MC-V034,Frelinger: Pediatric Non-clinical,
I5A-IE-X019,ARST08P1:PhII-A12+multi-agts vs Temzolomide+Multi Agts-Rhabd,
H6U-EW-S008,Development of a Translational EEG Pharmacological Marker,
I3P-GH-GKBL,China Phase 2 for GKA II (LY2608204),
I1F-MC-RHAY,Phase 3 RA trial - Monotherapy,
H4A-BP-V008,LY303366 AGAINST ASPERGILLUS & FLUCONAZIDE RESISTENT CANDIDA,
"14047",Triple versus double therapy in ACS patients undegoing PCI,
B1Y-FP-0714,FLUOXETINE:  CHRONOPHARMACOLOGY,
H8O-CR-GWDV,EMBU: Byetta compared to NovoMix30,
"14143",R-PhIII-5FU/FA+Oxali+/-18F1-CRC-2nd Line,
H8O-UT-O026,The eft of GLP-1 rec activation on cen reward and satiety ,
H6D-MC-LVJB,Tadalafil OAD + Testosterone - Global,
F3Z-EW-O080,Efficacy and mechanisms of a short course of intensified ins,
H6D-IT-O020,MR imaging on monitoring Tadalafil effect on OOP PH pts,
H3E-MC-V154,Pre-Clinical -TS IHC in NSCLC,
I5U-MC-ANBC,MAD,
H4G-MC-LIAF,DOSE COMPARISON OF LY303870IN TREATMENT OF ACUTE MIGRAINE,
H7T-FR-O016,ORBI,
F1D-SB-O336,Reduce Noncompliance in Schizophrenia Treatment,
H6Q-MC-A049,Pre Clinical - Enz transformed cells w/ wt and mutant eIF6,
F1J-JE-HMGY,JP Cymbalta P-III CLBP,
"14431","FHD, ALK Inhibitor",
I1V-MC-EIAL,SAD/MAD/Keto,
I2Z-MC-LAFF,Thorough QTc Study,
B4Z-EW-B020,ADHD Prevalence in Adult Psychiatric Practice,
H4Q-MC-V004,LY333328 MICS IN 200 GLOBAL PNEUMOCOCCI & TIME-KILL ANALYSES,
I2I-MC-V002,Pre Clinical - CHK 1/2 with Cytarabine in AML,
I4V-MC-JAGB,Elderly PK,
I1V-MC-EIAQ,Effect of Evacetrapib on the Pharmacokinetics of Digoxin in ,
I5J-MC-NOAF,Drug-Drug Interaction Study + SNRI,
I6J-FW-PRBB,Multiple Ascending Dose Study for GPR40 Agonist II,
I1D-MC-A002,Attempt to id add or parallel target genes/pathways - breast,
I5S-MC-EFJG,PCSK9 Ph 2 DM Dyslipidemia,
"14880",DIAMONDS Digital Assisted MONtoring for Diabetes ,
F3Z-IT-O081,DIAMONDS Digital Assited Monitoring for Diabetes,
I1D-MC-JIAQ,Absolute Bioavailability in NHV,
F3Z-GH-O083,A comparative study of Humalog Mix25 versus Humalog Mix50,
H7T-US-X019,Prasugrel-associated Thrombocytopenic Purpura,
B5K-US-X011,Durability of Glycemic Control & Outcomes in LT use U-500,
B9E-MC-X213,Phase 2 Study of Gemcitabine and Docetaxel,
H5N-MC-GFFD,LY307161: Multiple dose study in Type II diabetic patients,
B9E-MC-X225,Phase 2 Trial of Gemcitabine and Docetaxel in SCLC,
B1Y-MC-I011,FLUOXETINE TREATMENT OF NOCTURNAL ENURESIS,
F1D-US-HGHC,Prev. of Hyperprolactinemia in Schizo. PTS with conv. APD,
B9E-MC-X228,"Gemcitabine, Carboplatin, and Interleukin 11 in NSCLC",
B9E-JE-P22D,LY188011 GEMCITABINE PHASE 1 STUDY (PANCREAS),
"3290",BUSINESS PLANNING FOR POTENTIAL ALLIANCE FOR CNS,
B9E-MC-X124,Phase 2 Study of Gemcitabine/Previously Treated Breast Ca,
"3360",Ligand development study with WAY 100635,
B3L-MC-LWAT,A comparative OMEI PET image analysis of LY354740,
"3400",Fluoxetine Phase III Local Registration (PMS) - China,
H5Z-MC-LUAB,R-fluoxetine vs. Placebo in the Treatment of MDD,
B9E-SB-O036,"Phase II, Gemcitabine &  Cisplatin, In Pancreatic Cancer",
"3440",rhAPC/Aspirin Interaction II,
B1Y-MC-X026,FLUOXETINE VERSUS PLACEBO IN DYSTHYMIA,
"3527",Vanco vs. Metronidazole in Development of VRE colonization,
F1D-SU-HGMA,Bipolar Depression Assessment Study on Treatment Response,
B9E-UT-O417,Phase 2 of 2-weekly dose dense GT and 3-weekly GT in MBC,
H6L-FW-LFAO,PK Bridging Study,
H7T-MC-V011,AntiPlatelet effects of CS747 vs. Cangrelor & AZD6140,
"9492","300/600mg Clopidogrel vs 60mg CS747 Loading Dose in ACS",
B9E-BX-O424,Phase 1/2 study caelyx/gemzar in ovarian falopean tube,
F1J-EW-B005,EU Health Outcomes Compliance Study,
F1J-MC-HMEU,Assessment of duloxetine an SNRI at 60 mg QD,
B9E-SB-O428,NSCLC 1st line project on quality management,
H9N-EW-LTCA,LY451395 fMRI Biomarker,
"9644",Comparison of LY458202 in patients with ST elevation,
F1D-LC-HGBE,OLANZAPINE:INTERACTION STUDY WITH WARFARIN,
H3E-MC-JMHT,Ph II ALIMTA in ALL,
H6D-MC-A001,Effects of Tadalafil on Myocardial ischemia/Infarction,
H6E-RO-B003,TO DO Study,
"9852",placeholder : participation in a future European study,
F1D-MC-HGBG,OLANZAPINE VS RISPERIDONE IN THE TREATMENT OF SCHIZOPHRENIA,
"9910","Ph1, single agent Alimta, MBC after anthracyc. or taxane",
I1F-MC-RHBJ,Phase 3 CHINA AS,
I4T-MC-JVCF,Ph III - 1121B - NSCLC - 1st line,
H4Q-LC-ARRK,SAFETY AND PK OF SINGLE IV DOSES OF LY333328 IN HEALTHY VOL,
H8O-GH-O030,Efficacy of Exenatide therapy on metabolic syndrome patients,
H4Q-SP-A006,LY333328 VS 3RD GENERATION CEPHS AGAINST PRSP--IN VIVO/VITRO,
I4V-MC-JAGF,pH Omeprazole,
B4Z-MC-B019,Atomoxetine Drug Utilization Study,
I4T-JE-JVCG,JP - R-PhII-Ramucirumab-NSCLC-2nd line,
"14680",Blood Pressure Con-Meds,
I6H-MC-MCBA,SAD,
F1J-MC-B047,"2012-202_RETROSPECTIVE -PH 2-CYMBALTA EMR IN OA",
I5J-MC-NOAG,Drug-Drug-Interaction Study + SSRI,
I2H-MC-V003,Therapeutic implications of combinatorial inhibition of Chkl,
I2R-MC-BIDN,Lipid Kinetics Study,
I4T-MC-JVCP,EXPANDED ACCESS - Ph III - 1121B - Gastric - 2nd Line,
H9H-MC-A012,"14-3-31; overexpression enhances TGFb's tumor promoter funct",
B3L-MC-LWAV,LY354740 in Ketamine Induced Psychosis,
I6U-MC-GHRA,SAD/MAD,
I7I-MC-XNAA,Phase 2 (FED) Study,
H6O-UT-O008,"In control, The effects of real-time continuous glucose ",
I2I-MC-V013,Enhancing Chk1 inhibitor lethality by inhibition of PARPI,
I2R-MC-BIDS,T1DM Pediatric Safety/Efficacy Study,
I7G-EW-HLBA,SAD,
I5E-EW-TSBE,Evaluate Residual Testosterone on Clothing after Axiron Use,
B9E-MC-I048,Phase I/II    Study of Gemcitabine and Carboplatin (NSCLC),
I3G-MC-V007,In vitro Investigation in DLCL and MCL,
I2R-MC-BIDT,T1DM 6 month treatment vs Glargine ,
B3D-MC-B024,Forteo Risk Minimization (REMS) Assessment - 7 year,
B1Y-FP-0780,FLUOXETINE: CONTROLLED PILOT STUDY IN BULIMIA,
I3O-MC-V002,Eval. c-Met Pathway Inhibs. Using Energy Pair Score Methods,
I4X-MC-JFCS,Ph Ib Necicumumab+ERBB3 - NSCLC - 2nd line,
"15598","QTC  ""Placeholder""",
H3F-CA-O003,Efficacy in single and dual hormone overnight in Children,
B1Y-HL-0002,FLUOXETINE POSTMARKETING SURVEILLANCE,
B3N-MC-EUDL,Moxonidine vs Active Comparator -BP primary measurement (#5),
F1D-MC-X143,Early Intervention Strategy in Schizophrenia Spectrum,
H5P-LC-BWXA,FED/FASTED STUDY WITH MARKET FORMULATION,
F1D-US-HGIC,Treatment of Olanzapine in Patients with mild to moderate AD,
H6K-MC-IIAC,Product Decision Study  Safety & Efficacy in Type 2,
B1Y-GN-O006,Fluox in Pts with Congestive Heart Failure and Depression,
H6D-EW-LVAJ,Renal Impairment Study,
B1Y-MC-X060,A NATURALISTIC STUDY OF PROZAC IN CLINICAL PRACTICE,
B1Y-MC-X063,"FLUOXETINE, NORTRIPTYLINE & PLACEBO IN MIGRAINE PROPHYLAXIS",
H6D-MC-LVBU,Mulitple dose PK (Glaxo study),
H6D-MC-LVBJ,Onset and Duration of Response to IC351,
F3Z-FP-O025,INTENSIFIED INSULINOTHERAPY IN NIDDM WITH CORONARY EVENTS,
B1Y-MC-X070,FLUOXETINE IN SELF INJURIOUS BEHAVIOR,
B5K-MC-IBFB,Long term safety of PI in subgroup,
B5K-MC-IBFC,Lung CT scans on normal volunteers,
H5P-MC-BWXK,Phase II Asthma Trial,
H5Z-LC-LUAK,R-fluoxetine sleep study,
H9X-MC-GBGA,Single Use Pen #2,
I6W-MC-TNAA,"FHD/TNFa/IL-17 Bispecific, Ph1",
H8A-MC-LZAX,Effect of Passive Immunization on the Progression of Mild AD,
H8L-MC-IQBS,U500 Summative Human Factors,
"1515",North America Epilepsy Registration Trial,
I6E-MC-AVBF,Drug Utilization,
"1519",Global ALS Trial,
I7J-MC-BCGD,Safety AD Patients (phase 2),
"15357",Comb. between primary and hepatic metastasis in gastric canc,
I2R-MC-B001,"2013-524_Diabetes Utility Validity via EQ-5D and NICE doc",
I7R-EW-HPBB,Single Dose Proof Of Concept,
F1J-MC-B054,VAMPSS Pregnancy Surveillance for Duloxetine,
H9H-MC-A023,Eff./neutralizing on tumor lntlatlng stem-like cancer cells,
I7T-MC-RMAG,DDI Study w/ 3A4 Inhibitor,
I3Y-MC-V003,Assess. anti-proliferative effects/medullary thyroid cancer,
I3Y-CR-JPBR,CH_PH1_CDK46_All Comer Solid Tumor Patients,
H8L-MC-IQCX,autonomy titration application Summative HF study,
H6D-MC-LVDZ,Pan-Asian Trial,
F1D-MC-HGFT,Fluoxetine + Olanzapine in Schizophrenia/Schizoaffective,
H9H-MC-A035,Inhibitory pathways to improve radiation-induced vaccination,
"15789",POC in DPNP,
"15794",Head to Head Comparison,
F1D-MC-X041,"Smoking, schizophrenia, and atypical antipsychotics",
B3D-MC-B025,"2014-214 EU database analysis (Italy) - defining the patient",
I4E-IE-W829,Protocol CA225-081; A II TRIAL OF CARBOPLATIN PLUS CETUXIMAB,
B1Y-HL-E030,FLUOXETINE/DOXEPIN PATIENTS WITH UNIPOLAR MAJOR DEPRESSION,
I4E-IE-W856,Protocol CP02-9710; Study of Anti-Epidermal Growth Factor Re,
I4E-IE-W891,Protocol CA225-092; A II STUDY OF EVALUATION OF CETUXIMAB (E,
I4E-IE-W901,Protocol Non-BMS/UPC-06-006; A PHASE 2 STUDY OF IRINOTECAN A,
"1596",Obesity Proof of Concept Trial,
I7U-MC-GAHB,Glucagon Analog AgonistMultiple Dose Study,
I8D-MC-AZER,DDI Midazolam,
I8D-AZ-AZEV,AZD MAD Study (D5010C00002) ,
J2G-OX-Y059,RET Inhibitor-MTC,
B1Y-IH-0001,FLUOXETINE PLAN D STUDY,
B1Y-MC-X099,FLUOXETINE IN THE TREATMENT OF CHRONIC PELVIC PAIN,
B4Z-LC-LYAE,Tolerance and QTc Interval Correlation Study,
B4G-SB-LCDK,Parkinson / Parkinson Experience Program (Dose increase),
"4154",Multiple dose safety study,
"4177",Lispro vs Humulin,
"4196",Exploratory study,
"4300",GEMCITABINE-CISPLATIN-5FU IN GASTRO-INTESTINAL CANCER,
B9E-XV-S147,Gem-cis-taxol vs. observ. as adjuvant treatmen bladder cance,
H4H-MC-LGAO,Epilepsy Monotherapy Trial,
B9E-FP-O129,ITT-LOCALIZED NSCLC GEMZAR & CHRONOMODULATED 5FU & CISPLATIN,
H6D-MC-LVCK,Time to Onset,
B9E-MC-X273,Gemcitabine and Radioterhapy for Bladder Cancer (RTOG 99-06),
F1D-XL-O070,Olanzapine for the treatment of alcohol dependence,
H6M-BD-LDAG,Multiple Dose Escalation,
B1Y-SB-6012,FLUOXETINE FIXED DOSE STUDY,
B3M-PG-AJBH,Cefaclor Versus Amoxicillin/Clavulanate in AECB,
B4G-EW-S002,Bioequivalency/Pergolide comparing manufacturing processes,
B9E-XB-S167,Phase I Gem  + Radiotherapie in bladder cancer,
H8E-MC-KBAA,"1466-RESI (1410 Roll-over Study)",
I3Y-MC-JPBV,Hepatic imp in NonCa,
"15600",ABA ,
I6F-MC-A005,Effects of NOTCH pathway inhibitors in renal cell cancer,
H9H-MC-E004,Ph I - TGFb RI - Melanoma,
"15654",Hepatic Impairment,
 ,URI-Excipient OTHER-Ph1b T1DM Pump PK/PD Variability,
H9X-MC-B016,Prospective Observational Study - OUS,
I3Y-MC-A007,Targeting APC and PIK3CA Mutant Colorectal Cancer,
I3O-EW-JSBD,LY2801653 RBA with food effect,
H9H-MC-JBEG,Ph Ib Galunisertib+MEDI4736 in Pancreas,
"15792",Statin Bank,
I4E-IE-W874,Protocol CA225-051; II Evaluation of Cetuximab (C225) Combin,
I1F-MC-RHBR,CV PET Scan Study,
B5K-MC-B011,"2014-303 Clin and econ outcomes of U500 vs. High Dose U100",
I7E-AV-_A13,"18F-AV-1451-A13 High Resolution Autopsy",
I6E-AV-I027,AV-45-IIT-027: ADNI Depression,
I6E-AV-I046,AV-45-IIT-046: AMPLE,
I8D-AZ-AZFA,AZD Mass Balance Study (D5010C00007),
I8E-MC-APBA,SAD-Sleep,
I6E-AV-I040,AV-45-IIT-040: MEMENTO,
I8L-MC-IXAA,URI Biochaperone phase 3 T2D,
I7E-AV-E043,"18F-AV-1451-EXIST-043",
"16402",Ph II - Ramucirumab - High Risk Adj Gastric,
I4V-MC-B002,Assess Maternal & Fetal Outcomes Post Exp to Baricitinib,
"1650",LY354740 addictive potential,
I9B-MC-BBEA,SAD (1),
H9X-MC-GBGJ,Dulaglutide High Dose ,
ZYY-MC-O007,Hyperglycemia clamp in healthy volunteers,
I4V-MC-JAHL,Ph3 LY vs PBO in moderate to severe AtD Adults,
I4V-MC-JAHZ,Ph3 SLE Registriaiton Trial,
I8B-MC-ITSB,URI-Vasodilator Ph3 Pediatrics,
I5S-MC-EFJW,Absolute Bioavailability,
B1Y-BP-HC35,FLUOXETINE VS PLACEBO IN SUICIDAL PATIENTS,
B9E-MC-S175,Ph III - Gem + 5-FU w/Folinic acid vs Gem - Pancreas,
B9E-XL-V093,In vitro study effect of drug secuenciation in NSCLC cells,
H4S-IN-EWBC,Reopro-Indian patients experience registry,
B1Y-MC-X210,STEPPED CARE VS BEST AVAILABLE CARE FOR BULIMIA NERVOSA,
B3M-MC-AJBN,CTNR Acute Exacerbations of Chronic Bronchitis,
H5Z-LC-LUAR,Multiple dose Sepracor Study 41-003,
"4960",detection of osteop pts and evaluation of Evista treatment,
H6D-MC-LVCX,Geriatric Experience with General Practitioners,
H6D-MC-LVCY,"Cialis 20mg vs. Sildenafil 100 mg, 50 mg",
"4991",GHS Interaction study 1,
"4995","ORAL PTH (LY900002), FOOD EFFECTS STUDY",
B4Z-MC-LYAW,School Outcomes Study,
H6D-MC-LVDF,Phase III S & E Open Label Extension Trial FSAD,
H5Z-MC-LUAX,R-Fluoxetine -- Transition from BZD,
B4Z-LC-LYAZ,Definitive Bioequivalence/Adult Fed/Fasted 60 mg,
"5062",Duloxetine Depression,
H3E-US-JMEO,Phase II ALIMTA/Gemzar in MBC with prior Taxane Therapy,
I1F-MC-RHCI,Phase 3 nonrad-axSpA China,
I8Z-MC-APCC,Phase 2 Adult Glucagon Analog Agonist III Study,
I8I-MC-JY03,JAK2 Inhibitor - CONTINUED ACCESS - Lymphoma,
I7E-AV-E056,AV-1451-EXIST-056,
I7E-AV-E065,AV-1451-EXIST-065,
I9O-MC-AABB,Single dose c-formulation with PH20/Halozyme,
H8H-CD-LAHN,Renal (COL MIG - 113)    ,
I9R-JE-BSDF,LY3374849 J MAD,
I3Y-MC-E018,PhII-Abemaciclib-GEP NET,
I8R-JE-IGBK,Japan Use-ability Study -EET,
I1F-MC-RHCK,Bolt New Device Safety and Tolerability Study ,
I8F-MC-GPGK,GIP/GLP-1 Monotherapy,
I8F-MC-GPGG,Study of GIP/GLP-1 Coagonist Peptide II in Renal,
H8H-MC-LAIF,Assessing Effects of Lasmiditan on Simulated Driving perform,
I9Z-MC-OGAB,SD-PET,
I9V-MC-IFBF,FED POC Ph2 Study,
I7E-AV-E033,"18F-AV-1451-EXIST-033",
I5Q-MC-S001,LDI Capsaicin Biomarker study,
"16305",Muscle Trial,
I6E-AV-I047,AV-45-IIT-047: AD and MCI in African Americans,
I8L-MC-IXAS,China PK Study,
F3Z-GH-O085,Analyze the relationship between BG and HbA1c in T2D patient,
I8R-MC-IGBG,"4-Period Study to evaluate the Pharmocokentics",
I3Y-MC-JPCK,Effect of Abemaciclib on Renal Transporters Glomerular Filtr,
H6D-US-SANA,Tadalafil OTC Conversion,
"16650",IL-23 in combination with topical corticosteroids in AtD,
"16668",Ph II - Necitumumab+Gemcitabine+Carboplatin-Sq NSCLC,
I4V-MC-JAIA,Ph3 SLE Registration Trial,
I1F-MC-RHCE,Early onset of action (Time Point),
I6T-MC-AMAV,MOA,
H4Q-LC-ARRB,SAFETY AND PK OF MULTIPLE IV DOSES OF LY333328 DIPHOSPHATE,
J2G-OX-Y100,RET Inhibitor-NSCLC,
"1712",Efficacy in obese patients with type 2 diabetes mellitus,
B9R-US-X029,"""Psycho-social Development and Parental Stress in Girls ...""",
"5275","2yr BMD Study with All Type DXA Instruments with Chugai",
B4Z-JE-LYBC,JP atomo P-II/III,
B9R-UT-O013,hGH in young adults who survived acute lymphatic leukemia,
"5299",Bioequivalence (powder to capsule) LY459477,
B9E-BP-O194,"Ph1, Gemcitabine plus RT, Brain mets",
B7A-FW-MBCP,PKC-Beta inhibitor Warfarin interaction study,
F1D-US-X200,Olanz and Fluox in young children w/ high function'g autism,
B9R-US-X031,Pituitary Tumor Database Prospective Study,
"5434",Dose-Response of Buccal Insulin and Bioequivalence to SC,
B3D-LC-GHAB,"LY333334:SINGLE-DOSE DOSE-RANGING,PK/PHARMACODYNAMICS PROPER",
F1D-XM-O109,sexual disfuntion disturbances due to the use of neuroleptic,
B9E-XM-S237,Phase 2 trial gemcitabine + docetaxol in breast cancer,
B3L-MC-LWAD,LY354740 VS PLACEBO & LORAZEPAM IN GENERALIZED ANXIETY DISOR,
F3Z-PK-S010,Observ. of pts. transferred from Hum R to Lispro,
B3M-MC-AJAI,CEFACLOR AF VS. CEFUROXIME/AXETIL AND CLARITROMYCIN IN ASOC,
H3S-MC-GGKR,Switching from HRT to Raloxifene,
"5453",Gemzar+Cisplatin for bladder cancer,
I4V-MC-JAIZ,Phase 3b study for Baricitinib AD,
H9X-MC-B021,Dulaglutide / Semaglutide Pen Preference Study,
I9S-MC-BTAB,MAD SLE Pts,
I8F-MC-GPHF,Diabetes regression,
J1Q-MC-JZIA,FHD Ph 1 - CD226 Agonist Antibody - Solid Tumor,
"17385",Janus Kinase Inhibitor (Baricitinib) for Aicardi Goutières S,
I7E-AV-E098,"18F-AV-1451-EXIST-098",
I8B-MC-ITSX,Ph 3 URLi Plus Basal vs. Basal in T2D w/Connected Pen,
H8H-MC-LAIM,Effects of Daily Lasmiditan on Simulated Driving Performance,
H0P-MC-NP03,Intervention Specific Appendix - DPNP,
H0P-MC-NP04,Intervention Specific Appendix - DPNP,
F1K-MC-EVAD,PROWESS: Recombinant Human Activated Protein C Worldwide Eff,
"16810",Ph Ib/II - Cetuximab+Hu5F9-G4 - Solid Tumors/CRC (47INC),
I4T-US-I010,PHII Cis+Pemetrexed+/-Ramucirumab Mesothelioma,
I4V-MC-JAIM,Ph3 SLE 3-yr Long Term Extension Trial,
I6T-MC-AMBK,Autoinjector in patients,
I5Q-MC-CGAV,"2017-5809:PRO Usability&Debriefing Study for MSQ2.1 & eDiary",
I8B-MC-ITSJ,Ph3b URI vs Lispro pediatric pump,
I8B-MC-ITSP,Lyumjev Feasibility Algorithm Trial,
I4V-MC-JAIQ,LTE for AtD Peds Program,
I8B-MC-ITSZ,Ph2 URLi Dose Optimization Study,
I8F-MC-GPGJ,GIP/GLP-1 add onto Orals,
I1F-MC-RHCM,hidradenitis suppurativa study 1 ixekizumab vs placebo ,
J2P-MC-LXBA,MAD (plus DDI) HV,
I4V-MC-B015,Risk Tolerance Among Patients Seeking Treatment for AA,
J2N-OX-JZNI,LOXO-BTK-20011-Ph1-Pirtobrutinib-CQT,
B9E-US-S249,Phase 2 Gemcitabine/5-FU/LV - Colorectal Cancer,
F1D-XM-O124,PET in psychiatrist disturbances,
B1Y-GH-O020,Treating depression associate to diabetes mellitus with Proz,
"5843",PPAR Co-Agonist Absolute Bioavailability,
H6P-MC-HDAM,Bipolar Depression Health Outcomes Trial,
B7A-MC-MBCV,Validation of End Points Measurement Study.,
H6M-MC-LDAK,Phase II MDS in Patients with MCI with Ampa I,
H6L-JE-LFAL,JP A beta lowering P-1 SDSS,
